,name,type,EFA,thc_input,cbd_input
588,Blue Zombie,Indica,"Relaxed, Euphoric, Sleepy, Uplifted, Happy, Dry Mouth, Paranoid, Anxious, Berry, Earthy, Insomnia, Stress, Pain, Muscle Spasms, Nausea",858.4444444444445,13.0
589,Blueberry Skunk,Hybrid,"Euphoric, Relaxed, Happy, Uplifted, Tingly, Dry Mouth, Anxious, Paranoid, Blueberry, Berry, Skunk, Stress, Pain, Muscle Spasms, Nausea",861.6176470588235,16.0
590,Blueberry Space Cake,Indica,"Tingly, Euphoric, Happy, Relaxed, Berry, Insomnia, Nausea, Pain, Stress",858.4444444444445,13.0
591,Blueberry Waltz,Indica,"Talkative, Uplifted, Euphoric, Happy, Sweet, Blueberry, Depression, Stress",858.4444444444445,13.0
592,Brand X,Indica,"Sleepy, Relaxed, Hungry, Happy, Euphoric, Dry Mouth, Paranoid, Earthy, Pine, Pain, Insomnia, Stress, Lack of Appetite, Nausea",858.4444444444445,13.0
593,Bubblegum Kush,Hybrid,"Relaxed, Happy, Focused, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid, Sweet, Earthy, Citrus, Pain, Stress, Inflammation, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0
594,Buckeye Purple,Hybrid,"Sleepy, Relaxed, Euphoric, Focused, Happy, Grape, Inflammation, Muscle Spasms, Insomnia, Depression",861.6176470588235,16.0
595,Buddha Tahoe,Hybrid,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious, Earthy, Insomnia, Pain, Stress, Depression",861.6176470588235,16.0
596,Butter OG,Hybrid,"Relaxed, Sleepy, Happy, Euphoric, Dry Mouth, Sweet, Pain, Insomnia, Depression, Muscle Spasms, Inflammation",861.6176470588235,16.0
597,Cactus,Indica,"Relaxed, Happy, Euphoric, Uplifted, Talkative, Dry Mouth, Paranoid, Citrus, Earthy, Pain, Stress, Nausea",858.4444444444445,13.0
598,Cadillac Purple,Indica,"Relaxed, Sleepy, Happy, Tingly, Euphoric, Dry Mouth, Paranoid, Anxious, Grape, Sweet, Berry, Stress, Pain, Insomnia, Depression, Lack of Appetite",858.4444444444445,13.0
599,California Hash Plant,Indica,"Sleepy, Hungry, Relaxed, Citrus, Stress",858.4444444444445,13.0
600,Candy Cane,Hybrid,"Relaxed, Sleepy, Tingly, Creative, Happy, Dry Mouth, Paranoid, Sweet, Citrus, Mint, Stress, Insomnia, Depression, Pain, Lack of Appetite",861.6176470588235,16.0
601,CannaSutra,Indica,"Relaxed, Euphoric, Sleepy, Happy, Uplifted, Dry Mouth, Sweet, Berry, Pain, Stress, Depression, Insomnia",858.4444444444445,13.0
602,Capers,Indica,"Sleepy, Happy, Hungry, Relaxed, Uplifted, Dry Mouth, Skunk, Earthy, Muscle Spasms, Insomnia, Nausea, Pain, Lack of Appetite",858.4444444444445,13.0
603,Caramel Kona Coffee Kush,Indica,"Happy, Relaxed, Sleepy, Uplifted, Creative, Coffee, Sweet, Earthy, Pain, Stress, Inflammation, Depression",858.4444444444445,13.0
604,Caramella,Hybrid,"Horny, Euphoric, Relaxed, Sweet, Insomnia",861.6176470588235,16.0
605,Cascadia Kush,Indica,"Relaxed, Euphoric, Tingly, Sleepy, Happy, Dry Mouth, Earthy, Sweet, Depression, Pain, Stress, Insomnia",858.4444444444445,13.0
606,Casper OG,Hybrid,"Relaxed, Uplifted, Happy, Sleepy, Earthy, Pine, Sweet, Insomnia, Stress, Depression",861.6176470588235,16.0
607,CBD Critical Cure,Indica,"Relaxed, Uplifted, Happy, Hungry, Focused, Dry Mouth, Anxious, Earthy, Sweet, Pain, Stress, Inflammation, Muscle Spasms, Depression",858.4444444444445,13.0
608,CBD Critical Mass,Hybrid,"Relaxed, Happy, Euphoric, Tingly, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pain, Inflammation, Depression, Muscle Spasms",861.6176470588235,16.0
609,CBD OX,Indica,"Horny, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Sweet, Berry, Depression, Insomnia, Pain, Stress",858.4444444444445,13.0
610,CBD Shark,Indica,"Relaxed, Happy, Sleepy, Focused, Euphoric, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Pain, Stress, Inflammation, Depression",858.4444444444445,13.0
611,Chem D.O.G.,Indica,"Relaxed, Uplifted, Euphoric, Sleepy, Happy, Sweet, Citrus, Lemon, Depression, Insomnia, Pain, Stress",858.4444444444445,13.0
612,Chem Scout,Hybrid,"Relaxed, Euphoric, Happy, Creative, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Skunk, Stress, Depression, Pain, Insomnia",861.6176470588235,16.0
613,Chemo,Hybrid,"Relaxed, Sleepy, Happy, Hungry, Euphoric, Dry Mouth, Paranoid, Earthy, Sweet, Insomnia, Pain, Stress, Lack of Appetite, Depression",861.6176470588235,16.0
614,Cherries Jubilee,Indica,"Euphoric, Relaxed, Uplifted, Happy, Horny, Dry Mouth, Berry, Sweet, Stress, Depression, Pain, Nausea",858.4444444444445,13.0
615,Cherry Kola,Hybrid,"Euphoric, Happy, Relaxed, Uplifted, Dry Mouth, Paranoid, Anxious, Berry, Sweet, Stress, Depression, Pain, Lack of Appetite, Insomnia",861.6176470588235,16.0
616,China Yunnan,Indica,"Uplifted, Happy, Relaxed, Euphoric, Sleepy, Dry Mouth, Sweet, Earthy, Depression, Stress, Insomnia, Lack of Appetite",858.4444444444445,13.0
617,Chocolate OG,Indica,"Happy, Relaxed, Sleepy, Uplifted, Euphoric, Sweet, Earthy, Stress, Pain, Depression, Inflammation",858.4444444444445,13.0
618,CHR Super OG,Indica,"Relaxed, Sleepy, Happy, Talkative, Dry Mouth, Paranoid, Anxious, Skunk, Sweet, Insomnia, Lack of Appetite, Muscle Spasms",858.4444444444445,13.0
619,Colorado Bubba,Hybrid,"Relaxed, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Anxious, Pineapple, Mango, Pine, Depression, Muscle Spasms, Pain, Stress, Lack of Appetite",861.6176470588235,16.0
620,Colorado Clementines,Hybrid,"Sleepy, Euphoric, Hungry, Relaxed, Tingly, Dry Mouth, Citrus, Orange, Lemon, Depression, Insomnia, Lack of Appetite, Pain, Stress",861.6176470588235,16.0
621,Commerce City Kush,Hybrid,"Euphoric, Happy, Relaxed, Sleepy, Talkative, Dry Mouth, Sweet, Insomnia, Pain, Stress, Depression",861.6176470588235,16.0
622,Confidential Cheese,Hybrid,"Sleepy, Relaxed, Happy, Hungry, Creative, Dry Mouth, Anxious, Paranoid, Pine, Sweet, Stress, Pain, Insomnia",861.6176470588235,16.0
623,Conspiracy Kush,Hybrid,"Relaxed, Happy, Euphoric, Sleepy, Creative, Dry Mouth, Anxious, Earthy, Sweet, Berry, Pain, Lack of Appetite, Stress, Insomnia, Inflammation",861.6176470588235,16.0
624,Cookie Monster,Hybrid,"Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Anxious, Grape, Stress, Pain, Insomnia, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0
625,Cookies Kush,Indica,"Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Stress, Lack of Appetite, Insomnia, Depression, Pain",858.4444444444445,13.0
626,Copper Kush,Hybrid,"Relaxed, Euphoric, Happy, Uplifted, Tingly, Earthy, Depression, Pain, Stress",861.6176470588235,16.0
627,Corleone Kush,Hybrid,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Pine, Stress, Muscle Spasms, Pain, Depression, Insomnia",861.6176470588235,16.0
628,Cornbread,Hybrid,"Relaxed, Hungry, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid, Earthy, Citrus, Stress, Lack of Appetite, Pain, Insomnia",861.6176470588235,16.0
629,Cream Caramel,Hybrid,"Relaxed, Happy, Sleepy, Euphoric, Focused, Dry Mouth, Anxious, Sweet, Honey, Earthy, Stress, Insomnia, Depression, Pain",861.6176470588235,16.0
630,Critical Hog,Hybrid,"Relaxed, Happy, Hungry, Sleepy, Euphoric, Dry Mouth, Paranoid, Earthy, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0
631,Critical Kush,Indica,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious, Paranoid, Earthy, Depression, Stress, Pain, Lack of Appetite, Insomnia",858.4444444444445,13.0
632,Critical Sensi Star,Hybrid,"Relaxed, Happy, Sleepy, Uplifted, Tingly, Dry Mouth, Paranoid, Citrus, Sweet, Stress, Pain, Depression, Muscle Spasms, Insomnia",861.6176470588235,16.0
633,Crosswalker,Indica,"Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Sweet, Blueberry, Pine, Depression, Pain, Inflammation, Insomnia",858.4444444444445,13.0
634,Crouching Tiger Hidden Alien,Indica,"Relaxed, Happy, Euphoric, Tingly, Uplifted, Dry Mouth, Earthy, Pine, Stress, Inflammation, Muscle Spasms, Nausea, Pain",858.4444444444445,13.0
635,Crown OG,Hybrid,"Happy, Euphoric, Relaxed, Sleepy, Hungry, Dry Mouth, Earthy, Insomnia, Stress, Depression, Lack of Appetite, Pain",861.6176470588235,16.0
636,Crown Royale,Indica,"Euphoric, Happy, Relaxed, Sleepy, Horny, Dry Mouth, Sweet, Blueberry, Pain, Stress, Depression, Nausea",858.4444444444445,13.0
637,Cuvee,Indica,"Euphoric, Relaxed, Uplifted, Happy, Anxious, Dry Mouth, Sweet, Citrus, Stress, Pain, Depression, Insomnia",858.4444444444445,13.0
638,Dakini Kush,Hybrid,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious, Coffee, Berry, Earthy, Insomnia, Pain, Stress, Depression",861.6176470588235,16.0
639,Dank Schrader,Indica,"Relaxed, Happy, Uplifted, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid, Pine, Earthy, Pain, Stress, Inflammation, Depression, Insomnia",858.4444444444445,13.0
640,Dark Side of the Moon,Hybrid,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Berry, Sweet, Stress, Insomnia, Depression, Pain",861.6176470588235,16.0
641,Dark Star,Indica,"Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Pain, Stress, Insomnia, Depression",858.4444444444445,13.0
642,Darkside OG,Indica,"Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Sweet, Earthy, Lemon, Muscle Spasms, Seizures, Insomnia",858.4444444444445,13.0
643,Deadwood,Indica,"Relaxed, Sleepy, Creative, Focused, Happy, Berry, Lavender, Earthy, Stress, Muscle Spasms, Pain",858.4444444444445,13.0
644,Death Bubba,Indica,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious, Sweet, Earthy, Insomnia, Pain, Stress, Lack of Appetite, Depression",858.4444444444445,13.0
645,Death Star OG,Indica,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Earthy, Stress, Pain, Insomnia, Depression, Nausea",858.4444444444445,13.0
646,Denver Maple,Indica,"Relaxed, Sleepy, Uplifted, Happy, Dry Mouth, Sweet, Earthy, Pine, Stress, Depression",858.4444444444445,13.0
647,Devil Fruit,Hybrid,"Relaxed, Happy, Euphoric, Focused, Hungry, Dry Mouth, Anxious, Paranoid, Pepper, Sweet, Stress, Depression, Insomnia, Pain",861.6176470588235,16.0
648,Digweed,Indica,"Happy, Relaxed, Uplifted, Sleepy, Creative, Dry Mouth, Paranoid, Anxious, Earthy, Skunk, Pain, Stress, Depression, Inflammation, Insomnia",858.4444444444445,13.0
649,Dorit,Hybrid,"Relaxed, Euphoric, Tingly, Sleepy, Uplifted, Ammonia, Inflammation, Pain, Stress",861.6176470588235,16.0
650,Danky Doodle,Indica,"Euphoric, Happy, Uplifted, Horny, Energetic, Dry Mouth, Paranoid, Sweet, Skunk, Stress, Pain, Depression, Insomnia, Nausea",858.4444444444445,13.0
651,Double Mint,Hybrid,"Uplifted, Euphoric, Sleepy, Talkative, Tingly, Mint, Lemon, Insomnia, Lack of Appetite, Stress",861.6176470588235,16.0
652,Double OG,Hybrid,"Happy, Euphoric, Relaxed, Creative, Energetic, Dry Mouth, Anxious, Earthy, Skunk, Insomnia, Muscle Spasms, Pain, Depression",861.6176470588235,16.0
653,Dr. Funk,Hybrid,"Euphoric, Relaxed, Happy, Uplifted, Tingly, Dry Mouth, Earthy, Berry, Blueberry, Stress, Insomnia, Lack of Appetite, Pain, Depression",861.6176470588235,16.0
654,Dream Berry,Hybrid,"Relaxed, Sleepy, Euphoric, Happy, Dry Mouth, Berry, Citrus, Pain, Depression, Stress, Insomnia, Lack of Appetite",861.6176470588235,16.0
655,Dutch Kush,Indica,"Hungry, Sleepy, Relaxed, Creative, Berry, Insomnia, Lack of Appetite, Depression, Stress",858.4444444444445,13.0
656,Dynamite,Hybrid,"Euphoric, Tingly, Talkative, Creative, Horny, Dry Mouth, Anxious, Earthy, Citrus, Stress, Pain, Inflammation, Depression",861.6176470588235,16.0
657,Eastern European,Indica,"Sleepy, Happy, Relaxed, Earthy, Pine, Insomnia, Lack of Appetite, Muscle Spasms",858.4444444444445,13.0
658,Edelweiss,Hybrid,"Happy, Relaxed, Hungry, Sleepy, Creative, Dry Mouth, Paranoid, Sweet, Lime, Earthy, Stress, Pain, Depression, Insomnia, Lack of Appetite",861.6176470588235,16.0
659,El Chapo OG,Indica,"Happy, Uplifted, Relaxed, Creative, Dry Mouth, Paranoid, Anxious, Sweet, Coffee, Earthy, Stress, Insomnia, Pain, Depression, Muscle Spasms",858.4444444444445,13.0
660,El Jefe,Hybrid,"Relaxed, Euphoric, Tingly, Happy, Creative, Dry Mouth, Paranoid, Earthy, Pine, Depression, Stress, Pain, Insomnia",861.6176470588235,16.0
661,Electric Black Mamba,Indica,"Relaxed, Uplifted, Creative, Sleepy, Euphoric, Earthy, Pine, Pain, Stress",858.4444444444445,13.0
662,Emerald OG,Hybrid,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Anxious, Citrus, Stress, Depression, Insomnia, Nausea",861.6176470588235,16.0
663,Enemy of the State,Indica,"Relaxed, Focused, Sleepy, Horny, Euphoric, Anxious, Dry Mouth, Paranoid, Sweet, Berry, Stress, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0
664,Enigma,Hybrid,"Relaxed, Happy, Sleepy, Euphoric, Dry Mouth, Citrus, Insomnia, Depression, Pain, Nausea, Inflammation",861.6176470588235,16.0
665,Eran Almog,Hybrid,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Earthy, Sweet, Citrus, Stress, Insomnia, Pain, Inflammation, Depression",861.6176470588235,16.0
666,Erez,Hybrid,"Relaxed, Happy, Sleepy, Euphoric, Tingly, Dry Mouth, Berry, Blueberry, Pain, Depression, Stress, Nausea, Insomnia",861.6176470588235,16.0
667,Everlast,Indica,"Relaxed, Sleepy, Happy, Tingly, Euphoric, Dry Mouth, Earthy, Skunk, Stress, Insomnia, Pain, Depression, Inflammation",858.4444444444445,13.0
668,Extreme Cream,Hybrid,"Relaxed, Euphoric, Happy, Uplifted, Hungry, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Stress, Depression, Muscle Spasms, Inflammation",861.6176470588235,16.0
669,Extreme OG,Hybrid,"Relaxed, Sleepy, Hungry, Happy, Horny, Dry Mouth, Lime, Earthy, Citrus, Pain, Stress, Muscle Spasms, Lack of Appetite, Nausea",861.6176470588235,16.0
670,Face Off OG,Indica,"Relaxed, Sleepy, Hungry, Euphoric, Happy, Dry Mouth, Earthy, Citrus, Pine, Pain, Stress, Insomnia, Lack of Appetite, Depression",858.4444444444445,13.0
671,Fat Purple,Hybrid,"Happy, Horny, Euphoric, Relaxed, Berry, Grape, Sweet, Pain, Stress, Insomnia",861.6176470588235,16.0
672,Faygo Red Pop,Indica,"Relaxed, Happy, Uplifted, Creative, Euphoric, Dry Mouth, Strawberry, Rose, Pine, Stress, Lack of Appetite, Nausea, Depression",858.4444444444445,13.0
673,Flaming Cookies,Hybrid,"Happy, Relaxed, Euphoric, Hungry, Uplifted, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Stress, Depression, Insomnia, Lack of Appetite",861.6176470588235,16.0
674,Flo OG,Indica,"Happy, Relaxed, Euphoric, Focused, Creative, Dry Mouth, Sweet, Berry, Pain, Stress, Inflammation, Insomnia",858.4444444444445,13.0
675,Flowerbomb Kush,Hybrid,"Relaxed, Hungry, Sleepy, Tingly, Happy, Dry Mouth, Anxious, Paranoid, Earthy, Citrus, Stress, Pain, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0
676,Four Way,Hybrid,"Sleepy, Euphoric, Relaxed, Focused, Paranoid, Pepper, Sweet, Honey, Stress, Depression",861.6176470588235,16.0
677,Frankenstein,Hybrid,"Relaxed, Sleepy, Creative, Tingly, Focused, Dry Mouth, Anxious, Earthy, Skunk, Stress, Insomnia, Pain, Depression, Lack of Appetite",861.6176470588235,16.0
678,Freezeland,Indica,"Happy, Euphoric, Relaxed, Sleepy, Dry Mouth, Paranoid, Pine, Earthy, Stress, Insomnia, Depression, Lack of Appetite",858.4444444444445,13.0
679,Frida,Indica,"Relaxed, Happy, Creative, Horny, Uplifted, Anxious, Lemon, Earthy, Pine, Pain, Inflammation, Stress, Muscle Spasms, Depression",858.4444444444445,13.0
680,Frosty,Indica,"Sleepy, Relaxed, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious, Earthy, Skunk, Sweet, Stress, Insomnia, Pain, Depression, Lack of Appetite",858.4444444444445,13.0
681,Fruitylicious,Hybrid,"Relaxed, Happy, Euphoric, Horny, Sleepy, Dry Mouth, Sweet, Blueberry, Depression, Insomnia, Pain, Stress",861.6176470588235,16.0
682,Funky Monkey,Indica,"Relaxed, Tingly, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid, Earthy, Berry, Sweet, Pain, Insomnia, Lack of Appetite, Stress, Muscle Spasms",858.4444444444445,13.0
683,G13,Indica,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious, Earthy, Sweet, Stress, Pain, Depression, Insomnia, Inflammation",858.4444444444445,13.0
684,Gandalf OG,Indica,"Sleepy, Happy, Relaxed, Euphoric, Tingly, Dry Mouth, Sweet, Grape, Pine, Insomnia, Inflammation, Pain, Depression",858.4444444444445,13.0
685,Ghost OG Moonshine,Indica,"Euphoric, Happy, Hungry, Relaxed, Sleepy, Dry Mouth, Earthy, Skunk, Depression, Lack of Appetite, Pain, Stress, Insomnia",858.4444444444445,13.0
686,Ghost Ship,Indica,"Relaxed, Happy, Sleepy, Euphoric, Tingly, Dry Mouth, Paranoid, Earthy, Skunk, Insomnia, Pain, Stress, Depression, Muscle Spasms",858.4444444444445,13.0
687,Gigabud,Hybrid,"Hungry, Relaxed, Sleepy, Happy, Focused, Dry Mouth, Anxious, Sweet, Pine, Pain, Stress, Lack of Appetite, Insomnia, Nausea",861.6176470588235,16.0
688,Gobbilygoo,Hybrid,"Happy, Euphoric, Hungry, Relaxed, Sleepy, Dry Mouth, Berry, Grape, Lavender, Insomnia, Lack of Appetite, Pain, Stress",861.6176470588235,16.0
689,Gobbstopper,Hybrid,"Happy, Relaxed, Euphoric, Horny, Sleepy, Dry Mouth, Sweet, Berry, Depression, Nausea, Stress, Insomnia",861.6176470588235,16.0
690,Godfather OG,Hybrid,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid, Earthy, Pine, Stress, Insomnia, Pain, Depression, Lack of Appetite",861.6176470588235,16.0
691,Godfather Purple Kush,Indica,"Euphoric, Relaxed, Happy, Sleepy, Tingly, Dry Mouth, Paranoid, Berry, Insomnia, Pain, Stress, Inflammation",858.4444444444445,13.0
692,Godâ€™s Bubba,Indica,"Relaxed, Happy, Sleepy, Tingly, Uplifted, Dry Mouth, Earthy, Pain, Insomnia, Lack of Appetite",858.4444444444445,13.0
693,Godâ€™s Treat,Indica,"Relaxed, Talkative, Uplifted, Euphoric, Happy, Dry Mouth, Blueberry, Earthy, Inflammation, Muscle Spasms, Pain, Stress",858.4444444444445,13.0
694,Godzilla,Hybrid,"Euphoric, Relaxed, Sleepy, Creative, Happy, Dry Mouth, Earthy, Berry, Pain, Inflammation, Stress, Insomnia, Depression",861.6176470588235,16.0
695,Gog & Magog,Indica,"Sleepy, Hungry, Uplifted, Euphoric, Happy, Dry Mouth, Earthy, Insomnia, Lack of Appetite, Pain, Stress",858.4444444444445,13.0
696,Goldberry,Indica,"Euphoric, Tingly, Creative, Happy, Focused, Dry Mouth, Paranoid, Mint, Earthy, Nausea, Stress, Pain, Depression",858.4444444444445,13.0
697,Gooberry,Hybrid,"Euphoric, Happy, Relaxed, Horny, Dry Mouth, Berry, Sweet, Pain, Stress, Nausea, Lack of Appetite, Inflammation",861.6176470588235,16.0
698,Gorilla Biscuit,Hybrid,"Happy, Sleepy, Relaxed, Euphoric, Hungry, Dry Mouth, Coffee, Pine, Pain, Insomnia, Stress, Depression, Lack of Appetite",861.6176470588235,16.0
699,Grand Doggy Purps,Indica,"Relaxed, Focused, Creative, Happy, Uplifted, Dry Mouth, Anxious, Paranoid, Grape, Sweet, Earthy, Pain, Stress, Depression, Inflammation, Muscle Spasms",858.4444444444445,13.0
700,Grandmaâ€™s Sugar Cookies,Indica,"Relaxed, Sleepy, Happy, Talkative, Anxious, Sweet, Pain, Stress, Depression",858.4444444444445,13.0
701,Grandpa Larry OG,Hybrid,"Relaxed, Euphoric, Happy, Tingly, Uplifted, Dry Mouth, Paranoid, Sweet, Earthy, Insomnia, Depression, Stress, Pain, Inflammation",861.6176470588235,16.0
702,Grandpaâ€™s Breath,Indica,"Relaxed, Creative, Sleepy, Uplifted, Euphoric, Earthy, Grape, Insomnia, Stress",858.4444444444445,13.0
703,Grape Cookies,Hybrid,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious, Grape, Sweet, Berry, Stress, Muscle Spasms, Pain, Insomnia",861.6176470588235,16.0
704,Grape Drink,Hybrid,"Tingly, Creative, Euphoric, Happy, Grape, Sweet, Depression, Pain, Stress",861.6176470588235,16.0
705,Grape Inferno,Hybrid,"Relaxed, Sleepy, Hungry, Focused, Happy, Dry Mouth, Paranoid, Anxious, Citrus, Insomnia, Pain, Stress, Depression, Inflammation",861.6176470588235,16.0
706,Grape OX,Hybrid,"Hungry, Sleepy, Relaxed, Tingly, Uplifted, Dry Mouth, Paranoid, Grape, Sweet, Stress, Depression, Insomnia, Pain",861.6176470588235,16.0
707,Grape Valley Kush,Hybrid,"Relaxed, Sleepy, Euphoric, Hungry, Creative, Pineapple, Lack of Appetite, Pain, Muscle Spasms, Inflammation, Depression",861.6176470588235,16.0
708,Green Dragon,Hybrid,"Relaxed, Euphoric, Uplifted, Sleepy, Happy, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Pain, Stress, Nausea, Depression",861.6176470588235,16.0
709,Green Love Potion,Hybrid,"Relaxed, Horny, Tingly, Euphoric, Sleepy, Dry Mouth, Pine, Pain, Muscle Spasms, Insomnia, Lack of Appetite, Stress",861.6176470588235,16.0
710,Green Mango,Hybrid,"Euphoric, Uplifted, Happy, Talkative, Creative, Citrus, Earthy, Muscle Spasms, Pain",861.6176470588235,16.0
711,Green Poison,Hybrid,"Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Sweet, Citrus, Stress, Lack of Appetite, Muscle Spasms, Insomnia, Pain",861.6176470588235,16.0
712,Green Python,Hybrid,"Sleepy, Euphoric, Happy, Relaxed, Tingly, Dry Mouth, Sweet, Earthy, Insomnia, Lack of Appetite, Muscle Spasms, Pain",861.6176470588235,16.0
713,Grimace,Indica,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Stress, Insomnia, Pain, Depression, Lack of Appetite",858.4444444444445,13.0
714,Guard Dawg,Hybrid,"Euphoric, Happy, Relaxed, Sweet, Earthy, Muscle Spasms",861.6176470588235,16.0
715,Gumbo,Hybrid,"Euphoric, Relaxed, Happy, Talkative, Sleepy, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Stress, Insomnia, Depression, Inflammation",861.6176470588235,16.0
716,Gutbuster,Hybrid,"Relaxed, Creative, Sleepy, Berry, Pain, Stress, Muscle Spasms",861.6176470588235,16.0
717,Hades Haze,Indica,"Relaxed, Sleepy, Talkative, Euphoric, Citrus, Earthy, Insomnia, Depression, Lack of Appetite, Pain",858.4444444444445,13.0
718,Hammerhead,Hybrid,"Sleepy, Horny, Tingly, Relaxed, Euphoric, Dry Mouth, Berry, Earthy, Insomnia, Pain, Stress, Lack of Appetite",861.6176470588235,16.0
719,Haoma,Indica,"Relaxed, Happy, Sleepy, Hungry, Uplifted, Dry Mouth, Citrus, Earthy, Stress, Insomnia, Inflammation, Pain, Muscle Spasms",858.4444444444445,13.0
720,Hardcore OG,Indica,"Happy, Relaxed, Uplifted, Sleepy, Focused, Dry Mouth, Anxious, Earthy, Pine, Blueberry, Stress, Pain, Insomnia, Depression",858.4444444444445,13.0
721,Harmonia,Indica,"Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth, Earthy, Sweet, Pain, Inflammation, Stress",858.4444444444445,13.0
722,Hashbar OG,Hybrid,"Euphoric, Happy, Creative, Uplifted, Relaxed, Dry Mouth, Sweet, Earthy, Skunk, Lack of Appetite, Stress, Depression, Insomnia, Pain",861.6176470588235,16.0
723,Hawaiian Purple Kush,Hybrid,"Relaxed, Happy, Hungry, Sleepy, Dry Mouth, Anxious, Sweet, Stress, Insomnia, Lack of Appetite, Pain, Depression",861.6176470588235,16.0
724,Himalayan Blackberry,Indica,"Sleepy, Happy, Tingly, Euphoric, Relaxed, Dry Mouth, Berry, Blueberry, Insomnia, Stress, Depression, Lack of Appetite",858.4444444444445,13.0
725,Honey Boo Boo,Indica,"Relaxed, Sleepy, Euphoric, Tingly, Uplifted, Dry Mouth, Anxious, Honey, Citrus, Lemon, Pain, Stress, Depression, Lack of Appetite",858.4444444444445,13.0
726,Hulkamania,Indica,"Horny, Tingly, Uplifted, Euphoric, Happy, Sweet, Berry, Depression, Inflammation, Insomnia, Lack of Appetite",858.4444444444445,13.0
727,Humboldt Dream,Indica,"Creative, Relaxed, Uplifted, Happy, Sleepy, Dry Mouth, Berry, Sweet, Earthy, Stress, Insomnia, Lack of Appetite, Pain, Depression",858.4444444444445,13.0
728,Iced Widow,Indica,"Relaxed, Happy, Talkative, Hungry, Dry Mouth, Anxious, Earthy, Pine, Lack of Appetite, Stress, Pain, Insomnia, Depression",858.4444444444445,13.0
729,Ill OG,Indica,"Sleepy, Tingly, Euphoric, Happy, Dry Mouth, Earthy, Pine, Depression, Inflammation, Insomnia, Lack of Appetite",858.4444444444445,13.0
730,Illuminati OG,Indica,"Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Earthy, Pine, Depression, Insomnia, Stress",858.4444444444445,13.0
731,Jack Burton,Indica,"Horny, Sleepy, Uplifted, Creative, Euphoric, Sweet, Rose, Inflammation, Insomnia, Pain, Stress",858.4444444444445,13.0
732,Jawa Pie,Indica,"Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Earthy, Honey, Depression, Insomnia, Lack of Appetite, Pain",858.4444444444445,13.0
733,Jedi Kush,Hybrid,"Relaxed, Euphoric, Happy, Uplifted, Sleepy, Dry Mouth, Anxious, Earthy, Sweet, Stress, Pain, Depression, Insomnia",861.6176470588235,16.0
